"Registration Number","Name of Company (Traditional Chinese)","Name of Company (English)","Area (Traditional Chinese)","Area (English)","District (Traditional Chinese)","District (English)","Business Address (Traditional Chinese)","Business Address (English)","Telephone Number","Workshop Type","Service Scope","Expiry Date","Review Status","Latitude","Longitude","Types of Vehicles Serviced (Traditional Chinese)","Types of Vehicles Serviced (English)","Types of Services Provided by the Workshop (Traditional Chinese)","Types of Services Provided by the Workshop (English)","Sundays (Open)","Sundays (Closed)","Mondays (Open)","Mondays (Closed)","Tuesdays (Open)","Tuesdays(Closed)","Wednesdays (Open)","Wednesdays(Closed)","Thursdays (Open)","Thursdays(Closed)","Fridays (Open)","Fridays (Closed)","Saturdays (Open)","Saturdays (Closed)","Public Holidays (Open)","Public Holidays (Closed)","Statutory Holidays (Open)","Statutory Holidays (Closed)","Opening Hours"
"VMW006311","華輝汽車服務公司","WAH FAI MOTOR SERVICE CO.","香港","Hong Kong","東區","EASTERN DISTRICT","北角堡壘街57-59號怡寶洋樓地下3號舖","Shop 3, G/F, Yee Bo Mansion, No. 57-59, Fort Street, North Point","","4","IC","2027-08-29","","22.2902297","114.1985072","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006322","志恒汽車服務公司","CHI HANG MOTOR SERVICE CO.","香港","Hong Kong","東區","EASTERN DISTRICT","北角錦屏街48號鴻福大樓地下Q室","Flat Q, G/F, Hung Fuk Building, No. 48, Kam Ping Street, North Point","62433322","4","IC","2028-04-01","","22.29005","114.19971","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW006333","安益汽車服務公司","ON YICK MOTOR SERVICE CO.","香港","Hong Kong","東區","EASTERN DISTRICT","北角堡壘街57-59號怡寶洋樓地下1號舖","Flat 1, G/F, Yee Bo Mansion, No. 57-59, Fort Street, North Point","","4","IC","2028-03-11","","22.2902542","114.1983278","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006346","駿毅汽車服務公司","CL MOTOR SERVICES COMPANY","香港","Hong Kong","東區","EASTERN DISTRICT","北角錦屏街94號百福大廈地下T舖","Flat T, G/F, Pak Fuk Building, No. 94, Kam Ping Street, North Point","91993444","4","IC","2027-05-19","","22.28987","114.19945","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW006366","群力汽車冷氣維修工程","POTENTIAL AUTO SERVICES COMPANY","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣九龍城道171號地下","G/F, No. 171, Kowloon City Road, To Kwa Wan","27116222","4","IC","2027-01-07","","22.32144","114.19036","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006388","鴻業汽車維修有限公司","B & M MOTOR SERVICE LIMITED","香港","Hong Kong","中西區","CENTRAL AND WESTERN DISTRICT","西環堅尼地城新海1A華寶大廈地下A, B舖","Shop A & B, G/F, Wah Po Mansion, No. 1A, Kennedy Town New Praya, Sai Wan","28189126","4","IC","2026-03-10","","22.28408","114.12905","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006423","北角唧油服務有限公司","NORTH POINT LUBRICATION SERVICE COMPANY LIMITED","香港","Hong Kong","東區","EASTERN DISTRICT","北角堡壘街2-4號地下","G/F, No. 2-4, Fort Street, North Point","25663295","4","IC","2028-06-09","","22.28954","114.19601","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW006435","成記汽車專業焗油","SHING KEE PROFESSIONAL PAINT SHOP","九龍","Kowloon","黃大仙","WONG TAI SIN","新蒲崗景福街99號啟德工廠大廈二期地下A2舖","A2, G/F, Stage 2, Kai Tak Factory Building, No. 99, King Fuk Street, San Po Kong","27991199","3","IC","2028-05-26","","22.33476","114.19821","私家車","Private Car","車身噴漆","Spray painting","","","","","","","","","","","","","","","","","","",""
"VMW006446","車道","CARWAY","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣銀漢街35號地下","G/F, No. 35, Ngan Hon Street, To Kwa Wan","23302882","4","IC","2028-03-12","","22.31446","114.18936","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006468","恩發汽車冷氣工程","YAN FAT MOTOR CONDITION ENG","九龍","Kowloon","油尖旺","YAU TSIM MONG","大角咀利得街20號地下","G/F, No. 20, Li Tak Street, Tai Kok Tsui","23333677","4","IC","2028-03-11","","22.32093","114.16136","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","R","R","Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-19:00"
"VMW006479","新海洋汽車材料行","NEW HOI YEUNG AUTO PARTS CO","新界","N.T.","北區","NORTH DISTRICT","粉嶺聯和墟聯發街28號地下","G/F, No. 28, Luen Fat Street, Luen Wo Hui, Fanling","26762959","4","IC","2026-07-18","","22.4985","114.14158","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW006504","權記汽車維修服務","KUEN KEE MOTOR MAINTENANCE SERVICE","新界","N.T.","北區","NORTH DISTRICT","粉嶺安樂村安居街30號新寧中心地下2號舖","Shop 2, G/F, Sun Ling Plaza, No. 30, On Kui Street, On Lok Tsuen, Fanling","92609778","3","IC","2028-03-29","","22.49884","114.14675","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006515","新友聯汽車電器電池冷氣","NEW UNION MOTOR SERVICE","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣北帝街133號地下","G/F, No. 133, Pak Tai Street, To Kwa Wan","92061938","4","IC","2026-11-08","","22.3234356","114.1893652","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006526","恒星汽車修理有限公司","STARLITE MOTORS WORKSHOP LIMITED","新界","N.T.","荃灣","TSUEN WAN","享和街47號地下C1舖","Shop C1, G/F, No. 47, Heung Wo Street, ","24903303","4","IC","2028-03-12","","22.3714254","114.1121085","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006571","M & B MOTOR SPORT SERVICES","M & B MOTOR SPORT SERVICES","九龍","Kowloon","黃大仙","WONG TAI SIN","新蒲崗五芳街20-22號宏發工業大廈地下B2舖","Shop B2, G/F, Van Fat Factory Building, No. 20-22, Ng Fong Street, San Po Kong","23222829","3","IC","2025-08-26","*","22.33783","114.20041","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006617","新興汽車服務","SUN HING AUTOMOBILE","新界","N.T.","沙田","SHA TIN","火炭桂地街2-8號國際工業中心地下Q舖","G/F, Block Q, International Industrial Centre, No. 2-8, Kwei Tei Street, Fo Tan","26904518","3","IC","2028-09-07","","22.4006","114.19238","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","R","R","14:00","20:00","14:00","20:00","14:00","20:00","14:00","20:00","14:00","20:00","14:00","20:00","R","R","R","R","Mo 14:00-20:00, Tu 14:00-20:00, We 14:00-20:00, Th 14:00-20:00, Fr 14:00-20:00, Sa 14:00-20:00"
"VMW006628","摩托站有限公司","KC MOTOR STATION LIMITED","九龍","Kowloon","深水埗","SHAM SHUI PO","海壇街242號地下","G/F, No. 242, Hai Tan Street, ","27082922","4","IC","2028-03-12","","22.3285694","114.1584903","電單車","Motorcycle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","11:00","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00","20:00","R","R","Mo 11:00-20:00, Tu 11:00-20:00, We 11:00-20:00, Th 11:00-20:00, Fr 11:00-20:00, Sa 11:00-20:00"
"VMW006639","永恆汽車有限公司","TOP MOTORS LIMITED","新界","N.T.","大埔","TAI PO","同秀坊12號地下","G/F, No. 12, Tung Sau Square, ","26569891","4","IC","2026-05-30","","22.44879","114.16847","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006662","永昌車行","WING CHEONG MOTOR CYCLE REPAIR","九龍","Kowloon","九龍城","KOWLOON CITY","紅磡漆咸道北234號地下","G/F, No. 234, Chatham Road North, Hung Hom","93641780","4","IC","2028-03-12","","22.30776","114.18233","電單車","Motorcycle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","R","R","R","R","Mo 10:00-19:00, Tu 10:00-19:00, We 10:00-19:00, Th 10:00-19:00, Fr 10:00-19:00, Sa 10:00-19:00"
"VMW006684","FAVORMOTOR KLB LIMITED","FAVORMOTOR KLB LIMITED","九龍","Kowloon","觀塘","KWUN TONG","九龍灣臨樂街8號商業廣場地下B舖","Flat B, G/F, Corporation Square, No. 8, Lam Lok Street, Kowloon Bay","27070086","3","IC","2028-08-22","","22.3224","114.20718","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW006695","兆昌膠輪汽車服務公司","SHIU CHEONG TYRE & CAR SERVICES CO","香港","Hong Kong","灣仔","WAN CHAI","皇后大道東267號地下B舖","Shop B, G/F, No. 267, Queen's Road East, ","25727797","4","IC","2028-04-06","","22.2743106","114.1744786","私家車","Private Car","","","R","R","08:00","18:30","08:00","18:30","08:00","18:30","08:00","18:30","08:00","18:30","08:00","18:30","08:00","18:30","R","R","Mo 08:00-18:30, Tu 08:00-18:30, We 08:00-18:30, Th 08:00-18:30, Fr 08:00-18:30, Sa 08:00-18:30"
"VMW006731","亞遠車房有限公司","AH YUEN GARAGE LTD","香港","Hong Kong","灣仔","WAN CHAI","大坑新村街29號地下","G/F, No. 29, Sun Chun Street, Tai Hang","25768283","4","IC","2028-03-27","","22.2782096","114.1928289","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006775","鴻達車行","HUNG TAT MOTORS CO","新界","N.T.","元朗","YUEN LONG","洪水橋丹桂村路455號地下","G/F, No. 455, Tan Kwai Tsuen Road, Hung Shui Kiu","24742989","3","IC","2028-10-23","","22.43185","113.99803","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW006786","新記汽車工程","SUN KEE ENGINEERING CO","新界","N.T.","元朗","YUEN LONG","屏廈路 DD 125, LOT 1952","DD 125, LOT 1952 Ping Ha Road, ","24723203","2","IC","2027-06-24","","22.44698","113.99447","輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW006797","捷達汽車服務","CHIT TAT MOTOR SERVICE","新界","N.T.","北區","NORTH DISTRICT","粉嶺坪輋路 DD 77, LOT 747","DD 77, LOT 747 Ping Che Road, Fanling","94885653","3","IC","2027-01-07","","22.5258989","114.1592694","私家車, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW006822","K & T MOTOR SERVICE CO.","K & T MOTOR SERVICE CO.","新界","N.T.","沙田","SHA TIN","大圍成運路1-7號交通城大廈4樓08-09室","RM 08-09, 4/F, Transport City Building, No. 1-7, Shing Wan Road, Tai Wai","28787147","3","IC","2026-11-08","","22.37632","114.18156","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW006877","浩駿汽車","EMAN MOTORS","新界","N.T.","葵青","KWAI TSING","葵涌華星街9-11號金星工業大廈地舖","G/F, Venus Industrial Building, No. 9-11, Wah Sing Road, Kwai Chung","27736766","3","IC","2028-08-10","","22.363585","114.134529","的士","Taxi","一般車輛維修 (機械和電器工作), 石油氣車輛維修","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles","","","","","","","","","","","","","","","","","","",""
"VMW006902","海明汽車工程","HOI MING AUTO SERVICE","九龍","Kowloon","深水埗","SHAM SHUI PO","大南街132號地下","G/F, No. 132, Tai Nan Street, ","27205923","4","IC","2026-05-08","","22.326012","114.165027","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006935","領先的士(服務)有限公司","LEADING TAXI SERVICES LIMITED","香港","Hong Kong","東區","EASTERN DISTRICT","柴灣利眾街28號中安工業大厦地下B舖","Flat B, G/F, Chung On Industrial Building, No. 28, Lee Chung Street, Chai Wan","21173362","3","IC","2028-09-16","","22.26572","114.23613","的士","Taxi","","","","","","","","","","","","","","","","","","","","",""
"VMW006957","民華電池電器冷氣","MAN WAH BATTERY & ELECTRICAL CO","九龍","Kowloon","觀塘","KWUN TONG","觀塘道324號理高工業大廈地下A舖","Shop A, G/F, Lee Kao Industrial Building, No. 324, Kwun Tong Road, ","23312382","3","IC","2028-12-06","","22.31636","114.21561","小巴","Light Bus","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006968","晉業汽車服務公司","SMART CAR SERVICE CO.","新界","N.T.","沙田","SHA TIN","大圍成運路1-7號交通城大廈地下6號舖","Flat 06, G/F, Transport City Building, No. 1-7, Shing Wan Road, Tai Wai","26021399","3","IC","2026-05-12","","22.3761","114.18177","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW006980","海港車房","HOI KONG MOTORS CO","新界","N.T.","北區","NORTH DISTRICT","古洞古洞路歐意花園一期對面","Opposite to Europa Garden Phase 1, Kwu Tung Road, Kwu Tung","26705475","3","IC","2028-06-04","","22.502222","114.097306","私家車, 輕型貨車, 電單車","Private Car, Light Goods Vehicle, Motorcycle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW006991","世紀汽車服務","CENTURY AUTO SERVICE","新界","N.T.","元朗","YUEN LONG","屏山唐人新村唐人新村路99號","No. 99, Tong Yan San Tsuen Road, Tong Yan San Tsuen, Ping Shan","29888369","3","IC","2028-03-12","","22.434296","114.008232","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW007020","友鏵汽車服務","YAUWA SERVICES PROSHOP","九龍","Kowloon","黃大仙","WONG TAI SIN","銀鳳街48號地下","G/F, No. 48, Ngan Fung Street, ","27571611","4","IC","2028-11-10","","22.34559","114.19809","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW007031","煜記汽車服務","YUK KEE MOTOR SERVICE","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣鹿鳴街7號地下","G/F, No. 7, Luk Ming Street, To Kwa Wan","27146802","4","IC","2026-05-24","","22.3215602","114.1914825","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW007043","威木工作室","MEGA WAI WORKSHOP","九龍","Kowloon","九龍城","KOWLOON CITY","紅磡石塘街1號地下","G/F, No. 1, Shek Tong Street, Hung Hom","68297723","4","IC","2028-03-12","","22.31281","114.1872","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW007064","余明汽車修理","YUE MING AUTO SERVICE","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣明倫街21號地下","G/F, No. 21, Ming Lun Street, To Kwa Wan","94700966","4","IC","2028-07-01","","22.3197579","114.1939119","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","11:00","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00","20:00","R","R","R","R","Mo 11:00-20:00, Tu 11:00-20:00, We 11:00-20:00, Th 11:00-20:00, Fr 11:00-20:00, Sa 11:00-20:00"
